mutation,replicate,time_ns,metric,metric_value
V106A+F227L,1,8.356545961002785,SER105-DOR,4.076496601104736
V106A+F227L,1,8.635097493036213,SER105-DOR,3.8844504356384277
V106A+F227L,1,8.913649025069638,SER105-DOR,3.7826194763183594
V106A+F227L,1,9.192200557103064,SER105-DOR,3.51924467086792
V106A+F227L,1,9.470752089136491,SER105-DOR,3.4214508533477783
V106A+F227L,1,9.749303621169917,SER105-DOR,3.9322004318237305
V106A+F227L,1,10.027855153203344,SER105-DOR,3.372570276260376
V106A+F227L,1,10.30640668523677,SER105-DOR,3.777864933013916
V106A+F227L,1,10.584958217270195,SER105-DOR,4.4810967445373535
V106A+F227L,1,10.863509749303622,SER105-DOR,3.497706413269043
V106A+F227L,1,11.142061281337048,SER105-DOR,3.9570560455322266
V106A+F227L,1,11.420612813370473,SER105-DOR,3.4291884899139404
V106A+F227L,1,11.6991643454039,SER105-DOR,3.993424415588379
V106A+F227L,1,11.977715877437326,SER105-DOR,3.5663647651672363
V106A+F227L,1,12.256267409470752,SER105-DOR,3.532613515853882
V106A+F227L,1,12.534818941504179,SER105-DOR,3.867922067642212
V106A+F227L,1,12.813370473537605,SER105-DOR,3.783316135406494
V106A+F227L,1,13.091922005571032,SER105-DOR,3.4498424530029297
V106A+F227L,1,13.370473537604457,SER105-DOR,3.6427416801452637
V106A+F227L,1,13.649025069637883,SER105-DOR,3.5557026863098145
V106A+F227L,1,13.92757660167131,SER105-DOR,4.015195846557617
V106A+F227L,1,14.206128133704736,SER105-DOR,3.8483333587646484
V106A+F227L,1,14.484679665738163,SER105-DOR,3.9953231811523438
V106A+F227L,1,14.763231197771589,SER105-DOR,3.4932053089141846
V106A+F227L,1,15.041782729805014,SER105-DOR,3.701960563659668
V106A+F227L,1,15.320334261838441,SER105-DOR,3.7416281700134277
V106A+F227L,1,15.598885793871867,SER105-DOR,3.309938669204712
V106A+F227L,1,15.877437325905293,SER105-DOR,3.6477460861206055
V106A+F227L,1,16.15598885793872,SER105-DOR,3.2611217498779297
V106A+F227L,1,16.434540389972145,SER105-DOR,3.686336040496826
V106A+F227L,1,16.71309192200557,SER105-DOR,3.2628064155578613
V106A+F227L,1,16.991643454038996,SER105-DOR,3.4697799682617188
V106A+F227L,1,17.270194986072426,SER105-DOR,3.161123037338257
V106A+F227L,1,17.54874651810585,SER105-DOR,3.4180941581726074
V106A+F227L,1,17.827298050139277,SER105-DOR,3.7041759490966797
V106A+F227L,1,18.105849582172702,SER105-DOR,3.1409378051757812
V106A+F227L,1,18.384401114206128,SER105-DOR,3.452523946762085
V106A+F227L,1,18.662952646239557,SER105-DOR,3.7401833534240723
V106A+F227L,1,18.941504178272982,SER105-DOR,3.2174019813537598
V106A+F227L,1,19.220055710306408,SER105-DOR,3.182124614715576
V106A+F227L,1,19.498607242339833,SER105-DOR,3.3587229251861572
V106A+F227L,1,19.77715877437326,SER105-DOR,3.1619417667388916
V106A+F227L,1,20.055710306406688,SER105-DOR,3.592576026916504
V106A+F227L,1,20.334261838440113,SER105-DOR,3.2542178630828857
V106A+F227L,1,20.61281337047354,SER105-DOR,3.331122875213623
V106A+F227L,1,20.891364902506965,SER105-DOR,3.4850597381591797
V106A+F227L,1,21.16991643454039,SER105-DOR,3.424600601196289
V106A+F227L,1,21.448467966573816,SER105-DOR,3.055877685546875
V106A+F227L,1,21.727019498607245,SER105-DOR,2.949415445327759
V106A+F227L,1,22.00557103064067,SER105-DOR,3.266357898712158
V106A+F227L,1,22.284122562674096,SER105-DOR,3.7860984802246094
V106A+F227L,1,22.56267409470752,SER105-DOR,3.309403419494629
V106A+F227L,1,22.841225626740947,SER105-DOR,3.2648136615753174
V106A+F227L,1,23.119777158774376,SER105-DOR,3.443152904510498
V106A+F227L,1,23.3983286908078,SER105-DOR,3.2346460819244385
V106A+F227L,1,23.676880222841227,SER105-DOR,3.40316104888916
V106A+F227L,1,23.955431754874652,SER105-DOR,3.324801445007324
V106A+F227L,1,24.233983286908078,SER105-DOR,3.6430323123931885
V106A+F227L,1,24.512534818941504,SER105-DOR,3.271801233291626
V106A+F227L,1,24.791086350974933,SER105-DOR,3.357603073120117
V106A+F227L,1,25.069637883008358,SER105-DOR,3.1942293643951416
V106A+F227L,1,25.348189415041784,SER105-DOR,3.820345878601074
V106A+F227L,1,25.62674094707521,SER105-DOR,3.282459259033203
V106A+F227L,1,25.905292479108635,SER105-DOR,3.246464729309082
V106A+F227L,1,26.183844011142064,SER105-DOR,3.353121042251587
V106A+F227L,1,26.46239554317549,SER105-DOR,3.2392516136169434
V106A+F227L,1,26.740947075208915,SER105-DOR,3.4576961994171143
V106A+F227L,1,27.01949860724234,SER105-DOR,3.0567774772644043
V106A+F227L,1,27.298050139275766,SER105-DOR,3.300323724746704
V106A+F227L,1,27.576601671309195,SER105-DOR,3.6393558979034424
V106A+F227L,1,27.85515320334262,SER105-DOR,3.3784327507019043
V106A+F227L,1,28.133704735376046,SER105-DOR,3.5153772830963135
V106A+F227L,1,28.41225626740947,SER105-DOR,3.4133434295654297
V106A+F227L,1,28.690807799442897,SER105-DOR,3.663738250732422
V106A+F227L,1,28.969359331476326,SER105-DOR,3.393582820892334
V106A+F227L,1,29.247910863509752,SER105-DOR,3.366590738296509
V106A+F227L,1,29.526462395543177,SER105-DOR,3.359269618988037
V106A+F227L,1,29.805013927576603,SER105-DOR,3.3991689682006836
V106A+F227L,1,30.08356545961003,SER105-DOR,3.186671733856201
V106A+F227L,1,30.362116991643454,SER105-DOR,3.7789769172668457
V106A+F227L,1,30.640668523676883,SER105-DOR,3.372115135192871
V106A+F227L,1,30.91922005571031,SER105-DOR,3.173849582672119
V106A+F227L,1,31.197771587743734,SER105-DOR,3.142237424850464
V106A+F227L,1,31.47632311977716,SER105-DOR,3.8058199882507324
V106A+F227L,1,31.754874651810585,SER105-DOR,3.692500114440918
V106A+F227L,1,32.033426183844014,SER105-DOR,3.380436420440674
V106A+F227L,1,32.31197771587744,SER105-DOR,3.454711437225342
V106A+F227L,1,32.590529247910865,SER105-DOR,3.780808687210083
V106A+F227L,1,32.86908077994429,SER105-DOR,3.3361496925354004
V106A+F227L,1,33.147632311977716,SER105-DOR,3.314272403717041
V106A+F227L,1,33.42618384401114,SER105-DOR,3.4306397438049316
V106A+F227L,1,33.70473537604457,SER105-DOR,3.6307358741760254
V106A+F227L,1,33.98328690807799,SER105-DOR,3.641712188720703
V106A+F227L,1,34.261838440111426,SER105-DOR,3.3038697242736816
V106A+F227L,1,34.54038997214485,SER105-DOR,3.7238051891326904
V106A+F227L,1,34.81894150417828,SER105-DOR,3.5958635807037354
V106A+F227L,1,35.0974930362117,SER105-DOR,3.2443528175354004
V106A+F227L,1,35.37604456824513,SER105-DOR,3.2665629386901855
V106A+F227L,1,35.65459610027855,SER105-DOR,3.404729127883911
V106A+F227L,1,35.93314763231198,SER105-DOR,3.3571484088897705
V106A+F227L,1,36.211699164345404,SER105-DOR,3.506834030151367
V106A+F227L,1,36.49025069637883,SER105-DOR,3.5404489040374756
V106A+F227L,1,36.768802228412255,SER105-DOR,3.1426384449005127
V106A+F227L,1,37.04735376044568,SER105-DOR,3.293332576751709
V106A+F227L,1,37.32590529247911,SER105-DOR,3.3441953659057617
V106A+F227L,1,37.60445682451254,SER105-DOR,3.249466896057129
V106A+F227L,1,37.883008356545965,SER105-DOR,3.470759153366089
V106A+F227L,1,38.16155988857939,SER105-DOR,3.5779709815979004
V106A+F227L,1,38.440111420612816,SER105-DOR,3.565915584564209
V106A+F227L,1,38.71866295264624,SER105-DOR,3.7034595012664795
V106A+F227L,1,38.99721448467967,SER105-DOR,3.354274034500122
V106A+F227L,1,39.27576601671309,SER105-DOR,3.3191919326782227
V106A+F227L,1,39.55431754874652,SER105-DOR,3.2365407943725586
V106A+F227L,1,39.83286908077994,SER105-DOR,3.4420669078826904
V106A+F227L,1,40.111420612813376,SER105-DOR,3.176124095916748
V106A+F227L,1,40.3899721448468,SER105-DOR,3.3329825401306152
V106A+F227L,1,40.66852367688023,SER105-DOR,3.513258695602417
V106A+F227L,1,40.94707520891365,SER105-DOR,3.489133358001709
V106A+F227L,1,41.22562674094708,SER105-DOR,3.401637554168701
V106A+F227L,1,41.5041782729805,SER105-DOR,3.802567958831787
V106A+F227L,1,41.78272980501393,SER105-DOR,3.8521571159362793
V106A+F227L,1,42.061281337047355,SER105-DOR,3.355494499206543
V106A+F227L,1,42.33983286908078,SER105-DOR,3.1485323905944824
V106A+F227L,1,42.618384401114206,SER105-DOR,3.375513792037964
V106A+F227L,1,42.89693593314763,SER105-DOR,3.3966479301452637
V106A+F227L,1,43.175487465181064,SER105-DOR,3.513719081878662
V106A+F227L,1,43.45403899721449,SER105-DOR,3.6349942684173584
V106A+F227L,1,43.732590529247915,SER105-DOR,3.4037466049194336
V106A+F227L,1,44.01114206128134,SER105-DOR,3.4362361431121826
V106A+F227L,1,44.289693593314766,SER105-DOR,3.5511326789855957
V106A+F227L,1,44.56824512534819,SER105-DOR,3.4371109008789062
V106A+F227L,1,44.84679665738162,SER105-DOR,3.467766046524048
V106A+F227L,1,45.12534818941504,SER105-DOR,3.8177943229675293
V106A+F227L,1,45.40389972144847,SER105-DOR,3.4494307041168213
V106A+F227L,1,45.682451253481894,SER105-DOR,3.512913703918457
V106A+F227L,1,45.96100278551532,SER105-DOR,3.0737531185150146
V106A+F227L,1,46.23955431754875,SER105-DOR,3.1866207122802734
V106A+F227L,1,46.51810584958218,SER105-DOR,3.297079563140869
V106A+F227L,1,46.7966573816156,SER105-DOR,4.116795063018799
V106A+F227L,1,47.07520891364903,SER105-DOR,3.5103464126586914
V106A+F227L,1,47.353760445682454,SER105-DOR,3.5216002464294434
V106A+F227L,1,47.63231197771588,SER105-DOR,3.3454277515411377
V106A+F227L,1,47.910863509749305,SER105-DOR,3.4035210609436035
V106A+F227L,1,48.18941504178273,SER105-DOR,3.6729378700256348
V106A+F227L,1,48.467966573816156,SER105-DOR,3.4159774780273438
V106A+F227L,1,48.74651810584958,SER105-DOR,3.5880508422851562
V106A+F227L,1,49.02506963788301,SER105-DOR,3.8398478031158447
V106A+F227L,1,49.30362116991644,SER105-DOR,3.238745927810669
V106A+F227L,1,49.582172701949865,SER105-DOR,3.2961297035217285
V106A+F227L,1,49.86072423398329,SER105-DOR,3.7232062816619873
V106A+F227L,1,50.139275766016716,SER105-DOR,3.5575194358825684
V106A+F227L,1,50.41782729805014,SER105-DOR,3.1676838397979736
V106A+F227L,1,50.69637883008357,SER105-DOR,3.4155588150024414
V106A+F227L,1,50.97493036211699,SER105-DOR,3.5661873817443848
V106A+F227L,1,51.25348189415042,SER105-DOR,3.3527660369873047
V106A+F227L,1,51.532033426183844,SER105-DOR,3.822427749633789
V106A+F227L,1,51.81058495821727,SER105-DOR,3.741842746734619
V106A+F227L,1,52.0891364902507,SER105-DOR,3.2769813537597656
V106A+F227L,1,52.36768802228413,SER105-DOR,3.027813673019409
V106A+F227L,1,52.64623955431755,SER105-DOR,3.6035516262054443
V106A+F227L,1,52.92479108635098,SER105-DOR,3.3520147800445557
V106A+F227L,1,53.203342618384404,SER105-DOR,3.9264888763427734
V106A+F227L,1,53.48189415041783,SER105-DOR,3.6224281787872314
V106A+F227L,1,53.760445682451255,SER105-DOR,3.4386496543884277
V106A+F227L,1,54.03899721448468,SER105-DOR,3.267876148223877
V106A+F227L,1,54.317548746518106,SER105-DOR,3.343287467956543
V106A+F227L,1,54.59610027855153,SER105-DOR,3.0984063148498535
V106A+F227L,1,54.87465181058496,SER105-DOR,3.4788105487823486
V106A+F227L,1,55.15320334261839,SER105-DOR,3.069422721862793
V106A+F227L,1,55.431754874651816,SER105-DOR,3.2106781005859375
V106A+F227L,1,55.71030640668524,SER105-DOR,3.2833123207092285
V106A+F227L,1,55.98885793871867,SER105-DOR,3.131425619125366
V106A+F227L,1,56.26740947075209,SER105-DOR,3.1930158138275146
V106A+F227L,1,56.54596100278552,SER105-DOR,3.524451494216919
V106A+F227L,1,56.82451253481894,SER105-DOR,3.5693726539611816
V106A+F227L,1,57.10306406685237,SER105-DOR,3.5720207691192627
V106A+F227L,1,57.381615598885794,SER105-DOR,3.52193546295166
V106A+F227L,1,57.66016713091922,SER105-DOR,3.3975517749786377
V106A+F227L,1,57.93871866295265,SER105-DOR,3.2675657272338867
V106A+F227L,1,58.21727019498608,SER105-DOR,3.3642539978027344
V106A+F227L,1,58.495821727019504,SER105-DOR,4.061983108520508
V106A+F227L,1,58.77437325905293,SER105-DOR,3.614840030670166
V106A+F227L,1,59.052924791086355,SER105-DOR,3.328907012939453
V106A+F227L,1,59.33147632311978,SER105-DOR,4.062266826629639
V106A+F227L,1,59.610027855153206,SER105-DOR,3.2202630043029785
V106A+F227L,1,59.88857938718663,SER105-DOR,3.871638298034668
V106A+F227L,1,60.16713091922006,SER105-DOR,3.953439712524414
V106A+F227L,1,60.44568245125348,SER105-DOR,3.4868273735046387
V106A+F227L,1,60.72423398328691,SER105-DOR,3.490339756011963
V106A+F227L,1,61.00278551532034,SER105-DOR,3.564213514328003
V106A+F227L,1,61.281337047353766,SER105-DOR,3.4464383125305176
V106A+F227L,1,61.55988857938719,SER105-DOR,3.8146378993988037
V106A+F227L,1,61.83844011142062,SER105-DOR,3.374396324157715
V106A+F227L,1,62.11699164345404,SER105-DOR,3.5378379821777344
V106A+F227L,1,62.39554317548747,SER105-DOR,4.049559593200684
V106A+F227L,1,62.674094707520894,SER105-DOR,3.439434766769409
V106A+F227L,1,62.95264623955432,SER105-DOR,4.2618584632873535
V106A+F227L,1,63.231197771587745,SER105-DOR,4.438404083251953
V106A+F227L,1,63.50974930362117,SER105-DOR,3.7708723545074463
V106A+F227L,1,63.788300835654596,SER105-DOR,3.2748939990997314
V106A+F227L,1,64.06685236768803,SER105-DOR,3.253936529159546
V106A+F227L,1,64.34540389972145,SER105-DOR,3.9562833309173584
V106A+F227L,1,64.62395543175488,SER105-DOR,3.947289228439331
V106A+F227L,1,64.9025069637883,SER105-DOR,3.8849899768829346
V106A+F227L,1,65.18105849582173,SER105-DOR,3.5774855613708496
V106A+F227L,1,65.45961002785516,SER105-DOR,3.5943973064422607
V106A+F227L,1,65.73816155988858,SER105-DOR,4.072310924530029
V106A+F227L,1,66.01671309192201,SER105-DOR,3.7072203159332275
V106A+F227L,1,66.29526462395543,SER105-DOR,3.1511294841766357
V106A+F227L,1,66.57381615598887,SER105-DOR,3.500572443008423
V106A+F227L,1,66.85236768802228,SER105-DOR,3.5113258361816406
V106A+F227L,1,67.13091922005572,SER105-DOR,3.5563204288482666
V106A+F227L,1,67.40947075208913,SER105-DOR,3.6187119483947754
V106A+F227L,1,67.68802228412257,SER105-DOR,3.2440826892852783
V106A+F227L,1,67.96657381615599,SER105-DOR,3.7077536582946777
V106A+F227L,1,68.24512534818942,SER105-DOR,3.8020057678222656
V106A+F227L,1,68.52367688022285,SER105-DOR,4.249643802642822
V106A+F227L,1,68.80222841225627,SER105-DOR,3.4046709537506104
V106A+F227L,1,69.0807799442897,SER105-DOR,3.6161131858825684
V106A+F227L,1,69.35933147632312,SER105-DOR,3.989928960800171
V106A+F227L,1,69.63788300835655,SER105-DOR,3.4778213500976562
V106A+F227L,1,69.91643454038997,SER105-DOR,3.34791898727417
V106A+F227L,1,70.1949860724234,SER105-DOR,3.8309054374694824
V106A+F227L,1,70.47353760445682,SER105-DOR,4.17254638671875
V106A+F227L,1,70.75208913649026,SER105-DOR,3.828275203704834
V106A+F227L,1,71.03064066852367,SER105-DOR,3.091123342514038
V106A+F227L,1,71.3091922005571,SER105-DOR,3.1437132358551025
V106A+F227L,1,71.58774373259054,SER105-DOR,4.129906177520752
V106A+F227L,1,71.86629526462396,SER105-DOR,3.4755992889404297
V106A+F227L,1,72.14484679665739,SER105-DOR,3.7125473022460938
V106A+F227L,1,72.42339832869081,SER105-DOR,3.3396494388580322
V106A+F227L,1,72.70194986072424,SER105-DOR,3.5128698348999023
V106A+F227L,1,72.98050139275766,SER105-DOR,3.206089735031128
V106A+F227L,1,73.25905292479109,SER105-DOR,3.312962055206299
V106A+F227L,1,73.53760445682451,SER105-DOR,3.5896530151367188
V106A+F227L,1,73.81615598885794,SER105-DOR,3.495025634765625
V106A+F227L,1,74.09470752089136,SER105-DOR,3.4647068977355957
V106A+F227L,1,74.3732590529248,SER105-DOR,3.6280603408813477
V106A+F227L,1,74.65181058495823,SER105-DOR,3.7953927516937256
V106A+F227L,1,74.93036211699165,SER105-DOR,3.3715286254882812
V106A+F227L,1,75.20891364902508,SER105-DOR,3.71077561378479
V106A+F227L,1,75.4874651810585,SER105-DOR,3.380581855773926
V106A+F227L,1,75.76601671309193,SER105-DOR,3.5122718811035156
V106A+F227L,1,76.04456824512535,SER105-DOR,3.7979884147644043
V106A+F227L,1,76.32311977715878,SER105-DOR,3.5690407752990723
V106A+F227L,1,76.6016713091922,SER105-DOR,3.2793619632720947
V106A+F227L,1,76.88022284122563,SER105-DOR,3.6512832641601562
V106A+F227L,1,77.15877437325905,SER105-DOR,3.2596120834350586
V106A+F227L,1,77.43732590529248,SER105-DOR,3.201697826385498
V106A+F227L,1,77.71587743732591,SER105-DOR,3.5421905517578125
V106A+F227L,1,77.99442896935933,SER105-DOR,3.457919120788574
V106A+F227L,1,78.27298050139277,SER105-DOR,3.3662047386169434
V106A+F227L,1,78.55153203342618,SER105-DOR,3.19834041595459
V106A+F227L,1,78.83008356545962,SER105-DOR,4.66038179397583
V106A+F227L,1,79.10863509749304,SER105-DOR,3.1781933307647705
V106A+F227L,1,79.38718662952647,SER105-DOR,3.1272623538970947
V106A+F227L,1,79.66573816155989,SER105-DOR,3.2931289672851562
V106A+F227L,1,79.94428969359332,SER105-DOR,3.2676453590393066
V106A+F227L,1,80.22284122562675,SER105-DOR,3.8449759483337402
V106A+F227L,1,80.50139275766017,SER105-DOR,3.5493528842926025
V106A+F227L,1,80.7799442896936,SER105-DOR,3.8977978229522705
V106A+F227L,1,81.05849582172702,SER105-DOR,3.3646810054779053
V106A+F227L,1,81.33704735376045,SER105-DOR,3.581866979598999
V106A+F227L,1,81.61559888579387,SER105-DOR,3.708303451538086
V106A+F227L,1,81.8941504178273,SER105-DOR,3.347317934036255
V106A+F227L,1,82.17270194986072,SER105-DOR,3.347024917602539
V106A+F227L,1,82.45125348189416,SER105-DOR,3.5047378540039062
V106A+F227L,1,82.72980501392757,SER105-DOR,3.5698554515838623
V106A+F227L,1,83.008356545961,SER105-DOR,3.8682773113250732
V106A+F227L,1,83.28690807799444,SER105-DOR,3.811286687850952
V106A+F227L,1,83.56545961002786,SER105-DOR,4.171291828155518
V106A+F227L,1,83.84401114206129,SER105-DOR,3.5448765754699707
V106A+F227L,1,84.12256267409471,SER105-DOR,3.195560932159424
V106A+F227L,1,84.40111420612814,SER105-DOR,3.7140612602233887
V106A+F227L,1,84.67966573816156,SER105-DOR,3.5938615798950195
V106A+F227L,1,84.958217270195,SER105-DOR,3.965200901031494
V106A+F227L,1,85.23676880222841,SER105-DOR,3.7608065605163574
V106A+F227L,1,85.51532033426184,SER105-DOR,3.8030149936676025
V106A+F227L,1,85.79387186629526,SER105-DOR,4.064538478851318
V106A+F227L,1,86.0724233983287,SER105-DOR,3.6687889099121094
V106A+F227L,1,86.35097493036213,SER105-DOR,3.7546145915985107
V106A+F227L,1,86.62952646239555,SER105-DOR,3.7622151374816895
V106A+F227L,1,86.90807799442898,SER105-DOR,4.5402913093566895
V106A+F227L,1,87.1866295264624,SER105-DOR,4.09263277053833
V106A+F227L,1,87.46518105849583,SER105-DOR,3.685865640640259
V106A+F227L,1,87.74373259052925,SER105-DOR,3.5221214294433594
V106A+F227L,1,88.02228412256268,SER105-DOR,3.5096595287323
V106A+F227L,1,88.3008356545961,SER105-DOR,3.658026695251465
V106A+F227L,1,88.57938718662953,SER105-DOR,3.2779617309570312
V106A+F227L,1,88.85793871866295,SER105-DOR,3.638350486755371
V106A+F227L,1,89.13649025069638,SER105-DOR,3.2315075397491455
V106A+F227L,1,89.41504178272982,SER105-DOR,3.4675393104553223
V106A+F227L,1,89.69359331476323,SER105-DOR,4.254456996917725
V106A+F227L,1,89.97214484679667,SER105-DOR,3.388962984085083
V106A+F227L,1,90.25069637883009,SER105-DOR,3.614889144897461
V106A+F227L,1,90.52924791086352,SER105-DOR,3.634342908859253
V106A+F227L,1,90.80779944289694,SER105-DOR,3.771326780319214
V106A+F227L,1,91.08635097493037,SER105-DOR,3.3933627605438232
V106A+F227L,1,91.36490250696379,SER105-DOR,4.294577121734619
V106A+F227L,1,91.64345403899722,SER105-DOR,3.5168683528900146
V106A+F227L,1,91.92200557103064,SER105-DOR,3.5849318504333496
V106A+F227L,1,92.20055710306407,SER105-DOR,3.141152858734131
V106A+F227L,1,92.4791086350975,SER105-DOR,3.6739606857299805
V106A+F227L,1,92.75766016713092,SER105-DOR,3.60683012008667
V106A+F227L,1,93.03621169916435,SER105-DOR,3.565363645553589
V106A+F227L,1,93.31476323119777,SER105-DOR,3.319697856903076
V106A+F227L,1,93.5933147632312,SER105-DOR,3.536499500274658
V106A+F227L,1,93.87186629526462,SER105-DOR,3.673126459121704
V106A+F227L,1,94.15041782729806,SER105-DOR,3.8225009441375732
V106A+F227L,1,94.42896935933148,SER105-DOR,3.192840099334717
V106A+F227L,1,94.70752089136491,SER105-DOR,3.71694278717041
V106A+F227L,1,94.98607242339833,SER105-DOR,3.1095316410064697
V106A+F227L,1,95.26462395543176,SER105-DOR,3.2790114879608154
V106A+F227L,1,95.54317548746519,SER105-DOR,3.5441670417785645
V106A+F227L,1,95.82172701949861,SER105-DOR,3.171762466430664
V106A+F227L,1,96.10027855153204,SER105-DOR,3.9570207595825195
V106A+F227L,1,96.37883008356546,SER105-DOR,3.965038299560547
V106A+F227L,1,96.6573816155989,SER105-DOR,3.905778408050537
V106A+F227L,1,96.93593314763231,SER105-DOR,3.767669677734375
V106A+F227L,1,97.21448467966574,SER105-DOR,3.68725323677063
V106A+F227L,1,97.49303621169916,SER105-DOR,3.568070411682129
V106A+F227L,1,97.7715877437326,SER105-DOR,3.547070264816284
V106A+F227L,1,98.05013927576601,SER105-DOR,3.586127519607544
V106A+F227L,1,98.32869080779945,SER105-DOR,3.3271288871765137
V106A+F227L,1,98.60724233983288,SER105-DOR,3.6855812072753906
V106A+F227L,1,98.8857938718663,SER105-DOR,3.5334463119506836
V106A+F227L,1,99.16434540389973,SER105-DOR,3.6683809757232666
V106A+F227L,1,99.44289693593315,SER105-DOR,4.210683822631836
V106A+F227L,1,99.72144846796658,SER105-DOR,3.3209431171417236
V106A+F227L,1,100.0,SER105-DOR,3.932976722717285
V106A+F227L,2,0.0,SER105-DOR,4.222408771514893
V106A+F227L,2,0.2785515320334262,SER105-DOR,4.457957744598389
V106A+F227L,2,0.5571030640668524,SER105-DOR,3.8270881175994873
V106A+F227L,2,0.8356545961002786,SER105-DOR,4.288705825805664
V106A+F227L,2,1.1142061281337048,SER105-DOR,4.030449867248535
V106A+F227L,2,1.392757660167131,SER105-DOR,4.4622483253479
V106A+F227L,2,1.6713091922005572,SER105-DOR,3.72299861907959
V106A+F227L,2,1.9498607242339834,SER105-DOR,4.205746173858643
V106A+F227L,2,2.2284122562674096,SER105-DOR,3.8867807388305664
V106A+F227L,2,2.506963788300836,SER105-DOR,5.244194984436035
V106A+F227L,2,2.785515320334262,SER105-DOR,3.3179256916046143
V106A+F227L,2,3.064066852367688,SER105-DOR,4.271692752838135
V106A+F227L,2,3.3426183844011144,SER105-DOR,3.916022300720215
V106A+F227L,2,3.621169916434541,SER105-DOR,4.387085914611816
V106A+F227L,2,3.8997214484679668,SER105-DOR,5.292322635650635
V106A+F227L,2,4.178272980501393,SER105-DOR,4.877148628234863
V106A+F227L,2,4.456824512534819,SER105-DOR,4.740710735321045
V106A+F227L,2,4.735376044568246,SER105-DOR,4.102080821990967
V106A+F227L,2,5.013927576601672,SER105-DOR,4.24505090713501
V106A+F227L,2,5.2924791086350975,SER105-DOR,5.332834243774414
V106A+F227L,2,5.571030640668524,SER105-DOR,4.338430404663086
V106A+F227L,2,5.84958217270195,SER105-DOR,4.330607891082764
V106A+F227L,2,6.128133704735376,SER105-DOR,3.566740036010742
V106A+F227L,2,6.406685236768802,SER105-DOR,3.808434009552002
V106A+F227L,2,6.685236768802229,SER105-DOR,3.0560431480407715
V106A+F227L,2,6.963788300835655,SER105-DOR,3.806469202041626
V106A+F227L,2,7.242339832869082,SER105-DOR,4.457874774932861
V106A+F227L,2,7.520891364902507,SER105-DOR,5.155092239379883
V106A+F227L,2,7.7994428969359335,SER105-DOR,4.640338897705078
V106A+F227L,2,8.07799442896936,SER105-DOR,3.314122200012207
V106A+F227L,2,8.356545961002785,SER105-DOR,3.75386381149292
V106A+F227L,2,8.635097493036213,SER105-DOR,3.348367691040039
V106A+F227L,2,8.913649025069638,SER105-DOR,3.4872069358825684
V106A+F227L,2,9.192200557103064,SER105-DOR,3.2746338844299316
V106A+F227L,2,9.470752089136491,SER105-DOR,3.7593741416931152
V106A+F227L,2,9.749303621169917,SER105-DOR,3.6507720947265625
V106A+F227L,2,10.027855153203344,SER105-DOR,4.843268394470215
V106A+F227L,2,10.30640668523677,SER105-DOR,4.538053512573242
V106A+F227L,2,10.584958217270195,SER105-DOR,4.52274227142334
V106A+F227L,2,10.863509749303622,SER105-DOR,3.615466594696045
V106A+F227L,2,11.142061281337048,SER105-DOR,4.122195720672607
V106A+F227L,2,11.420612813370473,SER105-DOR,4.511099338531494
V106A+F227L,2,11.6991643454039,SER105-DOR,3.6341726779937744
V106A+F227L,2,11.977715877437326,SER105-DOR,4.268572807312012
